row_id,order_id,order_date,order_priority,order_quantity,sales,ship_mode,profit,unit_price,customer_name,province,region,customer_segment,product_category,product_sub_category,product_name,product_container
4595,32706,4/7/09,Critical,5,2017.5,Delivery Truck,-663.51,399.98,Matt Abelman,British Columbia,West,Home Office,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box
4650,33122,19/6/10,Low,21,8468.63,Delivery Truck,2819.96,400.97,Roland Black,British Columbia,West,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box
4713,33570,16/12/12,Not Specified,46,265.88,Regular Air,-90.9,5.74,Ken Heidel,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box
4714,33570,16/12/12,Not Specified,1,1500.82,Delivery Truck,-3381.99,1500.97,Ken Heidel,British Columbia,West,Corporate,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum
4715,33570,16/12/12,Not Specified,19,3093.864,Regular Air,286.4,205.99,Ken Heidel,British Columbia,West,Corporate,Technology,Telephones and Communication,i470,Small Box
4770,33893,20/9/12,Not Specified,6,232.21,Regular Air,-14.03,35.89,Sarah Jordon,British Columbia,West,Consumer,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box
4771,33893,20/9/12,Not Specified,16,88.3,Regular Air,-12.14,5.85,Sarah Jordon,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag
4862,34599,3/3/10,Low,26,191.55,Regular Air,7.17,7.7,John Castell,British Columbia,West,Small Business,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag
4863,34599,3/3/10,Low,29,938.86,Regular Air,22.21,30.98,John Castell,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 197,Small Box
4879,34721,1/11/10,Not Specified,46,503.17,Regular Air,-10.21,10.23,Bart Watters,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack
4889,34787,28/2/10,Low,14,453.99,Regular Air,14.61,30.98,Sean Wendt,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack
4891,34791,7/5/11,Medium,37,284.58,Regular Air,33.81,7.59,Mary O'Rourke,British Columbia,West,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag
4892,34791,7/5/11,Medium,9,1010.26,Regular Air,271.5,104.85,Mary O'Rourke,British Columbia,West,Home Office,Office Supplies,Paper,Multicolor Computer Printout Paper,Small Box
4895,34822,10/7/12,Not Specified,23,990.5,Regular Air,323.73,43.98,Nathan Cano,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack
4900,34853,29/9/11,Critical,49,651.9,Regular Air,-74.51,13.73,Matt Abelman,British Columbia,West,Small Business,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag
4991,35522,25/10/10,Low,27,2575.01,Regular Air,231.46,99.99,Michael Granlund,British Columbia,West,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box
5062,36099,17/9/10,Low,32,85.49,Regular Air,5.72,2.88,Neil Ducich,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag
5063,36099,17/9/10,Low,15,926.3,Regular Air,-503.8,64.65,Neil Ducich,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box
5106,36359,23/11/11,High,2,68.66,Regular Air,-29.6,30.98,Ken Heidel,British Columbia,West,Corporate,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box
5193,36901,13/9/12,Critical,30,201.09,Regular Air,-56.22,6.68,Dana Kaydos,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1923,Small Box
5256,37412,3/8/12,High,17,191.67,Regular Air,6.02,10.98,Steve Carroll,British Columbia,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack
5437,38625,17/11/10,Not Specified,28,2752.0,Express Air,336.47,99.99,Chad Sievert,British Columbia,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box
5438,38625,17/11/10,Not Specified,12,72.82,Regular Air,5.03,5.98,Chad Sievert,British Columbia,West,Corporate,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box
5443,38656,10/8/12,Low,13,64.46,Regular Air,25.16,4.91,John Castell,British Columbia,West,Consumer,Office Supplies,Labels,Avery 478,Small Box
5458,38784,3/2/11,Medium,50,298.12,Regular Air,137.67,6.3,Mark Cousins,British Columbia,West,Home Office,Office Supplies,Labels,Avery 51,Small Box
5471,38882,14/12/09,Critical,37,4411.5,Delivery Truck,-1799.35,122.99,Hunter Lopez,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum
5579,39527,17/4/11,Low,29,213.35,Regular Air,63.78,6.88,Nathan Mautz,British Columbia,West,Corporate,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag
5627,39845,6/9/09,Critical,44,447.42,Regular Air,41.3,9.99,Shaun Weien,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1896,Small Box
5637,39877,16/8/12,Critical,41,90.88,Regular Air,8.06,2.18,Nathan Mautz,British Columbia,West,Home Office,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag
5695,40259,12/10/10,Medium,4,29.05,Express Air,-20.9,4.98,Theone Pippenger,British Columbia,West,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack
5814,41217,13/7/11,High,23,1314.64,Express Air,575.38,55.48,Nathan Cano,British Columbia,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box
5876,41671,3/12/12,Critical,49,638.91,Regular Air,77.48,12.98,Bart Watters,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack
5915,41927,13/7/12,Not Specified,46,2332.23,Express Air,1085.93,48.04,Matt Abelman,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1885,Small Box
5919,41988,4/2/09,Low,33,4610.35,Delivery Truck,751.58,145.45,Matt Abelman,British Columbia,West,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum
5920,41988,4/2/09,Low,18,610.07,Delivery Truck,-157.56,33.94,Matt Abelman,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum
5921,41988,4/2/09,Low,14,181.49,Regular Air,-29.54,13.43,Matt Abelman,British Columbia,West,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box
6026,42692,20/12/11,Medium,41,248.86,Regular Air,-168.67,5.98,Scott Williamson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1920,Small Box
6027,42692,20/12/11,Medium,42,278.01,Regular Air,-202.31,6.48,Scott Williamson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 227,Small Box
6216,44007,30/5/11,Medium,50,281.81,Regular Air,42.45,5.98,Nathan Cano,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag
6279,44450,9/10/10,Critical,14,243.23,Regular Air,35.33,17.48,Sean Wendt,British Columbia,West,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack
6280,44450,9/10/10,Critical,24,1326.51,Regular Air,58.17,65.99,Sean Wendt,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box
6302,44610,10/3/11,High,31,127.9,Regular Air,54.21,4.13,Hunter Lopez,British Columbia,West,Consumer,Office Supplies,Labels,Avery 506,Small Box
6350,44999,22/1/10,Medium,17,110.74,Regular Air,-70.31,6.48,Mike Kennedy,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box
6351,45025,11/4/11,High,26,73.82,Regular Air,2.01,2.88,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box
6374,45248,16/4/11,Medium,38,154.85,Regular Air,-136.55,3.95,Mark Cousins,Manitoba,Prarie,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box
6375,45248,16/4/11,Medium,32,4941.7725,Regular Air,704.89,195.99,Mark Cousins,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box
6376,45249,27/11/10,Low,24,1155.5835,Regular Air,-127.0,55.99,Roland Black,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,Accessory6,Small Pack
6411,45570,9/8/10,Critical,19,77.57,Regular Air,-67.49,3.58,Bart Watters,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box
6434,45731,10/8/09,Critical,44,12689.87,Delivery Truck,-169.23,296.18,Matt Abelman,Manitoba,Prarie,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box
6517,46375,26/8/10,Medium,24,905.32,Regular Air,389.07,35.44,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1932,Small Box
6518,46375,26/8/10,Medium,16,1702.499,Regular Air,162.11,125.99,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,232,Small Box
6588,46885,7/6/11,Low,27,632.55,Regular Air,165.35,22.72,Mike Kennedy,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack
6589,46885,7/6/11,Low,48,90.96,Regular Air,-30.11,1.81,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag
6590,46885,7/6/11,Low,32,1997.13,Regular Air,720.45,63.94,Mike Kennedy,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box
6596,46948,20/5/10,Low,10,64.13,Regular Air,-28.97,6.54,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box
6644,47267,29/12/10,Medium,24,492.71,Regular Air,67.01,19.98,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box
6645,47267,29/12/10,Medium,14,1042.06,Delivery Truck,-931.25,70.89,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box
6656,47333,7/9/11,Critical,16,760.2485,Regular Air,29.8,55.99,Sally Matthias,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack
6762,48167,6/9/09,Critical,43,5041.46,Delivery Truck,-2136.66,122.99,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum
6763,48167,6/9/09,Critical,45,282.98,Regular Air,-237.47,6.48,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 224,Small Box
6764,48167,6/9/09,Critical,27,8817.71,Delivery Truck,-2946.05,349.45,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum
6774,48230,25/2/09,Not Specified,39,1140.26,Express Air,387.2,29.18,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box
6775,48230,25/2/09,Not Specified,31,2645.8,Regular Air,-684.78,80.98,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box
6806,48480,2/1/10,Critical,32,11103.75,Delivery Truck,-522.59,370.98,Sean Wendt,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum
6825,48614,31/5/12,Critical,46,7965.9025,Regular Air,2311.96,195.99,Nathan Mautz,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box
6844,48772,12/5/09,Medium,44,3202.25,Regular Air,991.26,78.69,Aaron Smayling,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box
6845,48772,12/5/09,Medium,11,81.25,Regular Air,-44.54,6.48,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 213,Small Box
6846,48772,12/5/09,Medium,18,57.17,Regular Air,-24.03,3.28,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 321,Wrap Bag
6847,48772,12/5/09,Medium,12,41.97,Regular Air,-37.03,3.28,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag
6848,48772,12/5/09,Medium,10,35.64,Regular Air,-0.71,3.58,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag
6852,48800,22/10/10,Not Specified,8,28761.52,Regular Air,285.11,3499.99,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box
6867,48931,17/6/09,Low,33,750.66,Regular Air,120.05,20.95,Charles Sheldon,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box
6868,48931,17/6/09,Low,8,254.32,Regular Air,-117.39,30.98,Charles Sheldon,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box
6869,48931,17/6/09,Low,42,2149.37,Regular Air,217.87,51.75,Charles Sheldon,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box
6892,49126,10/7/11,Low,33,5661.08,Delivery Truck,1055.47,160.98,Mark Cousins,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum
6908,49283,11/12/09,High,25,334.71,Regular Air,31.74,12.28,Shaun Weien,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1881,Small Box
6927,49441,27/9/09,Medium,49,1981.26,Express Air,100.8,41.32,Mary O'Rourke,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box
6944,49601,26/1/11,Low,15,1756.46,Delivery Truck,-101.19,113.98,Mark Cousins,Manitoba,Prarie,Home Office,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum
6960,49763,13/2/11,Critical,8,49.04,Regular Air,9.29,5.68,Brad Norvell,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box
6961,49763,13/2/11,Critical,6,2320.35,Delivery Truck,-237.62,348.21,Brad Norvell,Manitoba,Prarie,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box
6988,49927,20/7/12,Not Specified,26,139.54,Regular Air,-54.08,4.98,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box
6989,49927,20/7/12,Not Specified,28,199.52,Regular Air,13.44,7.59,Parhena Norris,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag
6990,49927,20/7/12,Not Specified,39,85.66,Regular Air,6.67,2.18,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag
7009,50048,18/1/10,High,14,35.48,Regular Air,-9.19,2.58,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag
7010,50048,18/1/10,High,1,15.0,Regular Air,-11.02,6.84,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack
7075,50499,12/10/11,Not Specified,18,1758.41,Delivery Truck,238.52,100.98,Brian Derr,Manitoba,Prarie,Small Business,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum
7152,51041,29/7/10,High,47,2766.8179999999998,Regular Air,846.95,65.99,Neil Ducich,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,252,Small Box
7194,51328,26/10/10,Low,38,689.67,Regular Air,51.47,18.7,Sarah Jordon,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Small Pack
7195,51333,4/10/12,Not Specified,30,2219.79,Delivery Truck,-9.45,80.97,Theone Pippenger,Manitoba,Prarie,Corporate,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum
7196,51333,4/10/12,Not Specified,25,237.36,Regular Air,-117.86,9.06,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box
7201,51365,7/8/12,High,35,195.23,Regular Air,-72.46,5.89,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box
7202,51365,7/8/12,High,35,4051.8,Delivery Truck,-684.07,124.49,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box
7253,51777,19/2/11,Medium,4,3465.97,Regular Air,194.32,896.99,Mike Kennedy,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box
7254,51777,19/2/11,Medium,13,1307.88,Regular Air,206.86,100.97,Mike Kennedy,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box
7263,51814,24/9/10,Critical,13,104.51,Regular Air,-9.28,7.84,Michael Granlund,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box
7290,51975,18/12/09,Low,12,1064.7865,Regular Air,-181.01,115.99,Michael Granlund,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box
7328,52225,12/4/12,Critical,10,131.09,Regular Air,10.94,12.22,Dana Kaydos,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack
7329,52225,12/4/12,Critical,33,1817.9,Regular Air,700.31,54.96,Dana Kaydos,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1940,Small Box
7366,52487,1/6/09,Critical,17,124.06,Regular Air,15.74,7.78,Nathan Mautz,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box
7410,52868,16/2/11,Low,19,138.05,Regular Air,-100.49,7.37,Ken Heidel,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack
7459,53221,26/2/12,Not Specified,29,433.44,Regular Air,147.46,15.68,Art Ferguson,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack
7509,53600,10/7/12,Medium,8,55.59,Express Air,-17.95,5.18,Roland Black,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box
7515,53667,17/5/12,Medium,33,112.36,Regular Air,-159.74,3.36,Steve Carroll,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box
7516,53667,17/5/12,Medium,16,481.04900000000004,Regular Air,46.51,35.99,Steve Carroll,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,Accessory35,Small Box
7535,53891,22/1/09,High,36,562.8,Regular Air,-17.45,15.22,Nathan Mautz,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Small Box
7545,53955,4/3/11,Critical,43,5544.99,Delivery Truck,-3404.24,130.98,Matt Abelman,Manitoba,Prarie,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum
7569,54150,22/6/11,Critical,12,2011.6355,Express Air,-53.69,195.99,Bart Watters,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,CF 888,Small Box
7742,55429,29/6/09,High,43,260.59,Regular Air,-157.76,6.48,Nathan Cano,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 214,Small Box
7751,55462,27/3/12,Medium,13,75.27,Regular Air,-1.84,5.58,Shaun Weien,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ™ Binder With Locking Rings,Small Box
7752,55462,27/3/12,Medium,31,1184.53,Regular Air,-26.49,39.98,Shaun Weien,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box
7753,55462,27/3/12,Medium,35,3683.73,Regular Air,708.76,125.99,Shaun Weien,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,M70,Small Box
7793,55749,3/5/12,Critical,42,364.8,Regular Air,149.45,8.74,Brad Norvell,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box
7809,55873,19/11/11,Low,48,15602.93,Delivery Truck,4875.89,306.14,Bart Watters,Manitoba,Prarie,Corporate,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum
7852,56135,13/11/10,Medium,8,1118.82,Delivery Truck,-320.3,140.98,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box
7853,56135,13/11/10,Medium,48,79.75,Regular Air,-41.32,1.81,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag
7934,56708,2/12/12,Not Specified,36,10006.28,Delivery Truck,-760.98,286.85,Art Ferguson,Manitoba,Prarie,Corporate,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box
7935,56708,2/12/12,Not Specified,36,407.17,Regular Air,-12.82,11.58,Art Ferguson,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box
8120,57986,29/10/10,High,14,199.93,Regular Air,-105.33,14.81,Dennis Bolton,Manitoba,Prarie,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box
8155,58310,23/2/09,Critical,22,834.81,Regular Air,1.98,37.76,Mary O'Rourke,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box
8215,58725,20/5/10,Not Specified,39,335.35,Regular Air,-134.97,8.74,Joel Jenkins,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box
142,902,26/7/09,Not Specified,10,1925.83,Regular Air,359.83,207.48,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box
309,2147,5/9/12,Not Specified,15,605.1,Express Air,92.81,40.98,Hallie Redmond,Manitoba,Prarie,Home Office,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box
338,2306,25/7/11,High,15,113.5,Regular Air,-46.35,7.45,Liz Thompson,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box
422,2823,8/9/11,High,17,357.43,Regular Air,-135.98,20.97,Robert Waldorf,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box
423,2823,8/9/11,High,21,4754.08,Delivery Truck,299.88,225.02,Robert Waldorf,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum
460,3110,16/12/09,High,13,1601.32,Delivery Truck,377.81,119.99,Helen Andreada,Manitoba,Prarie,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum
503,3463,17/8/10,Critical,43,264.75,Regular Air,-212.51,6.48,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 212,Small Box
591,4034,13/11/10,Not Specified,44,3367.24,Regular Air,-1183.69,79.52,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Medium Box
592,4034,13/11/10,Not Specified,37,5723.24,Delivery Truck,-194.97,145.98,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box
593,4037,23/3/10,High,27,188.07,Regular Air,-101.85,6.48,Bruce Stewart,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 213,Small Box
775,5538,24/12/10,Critical,43,1281.28,Regular Air,415.85,29.17,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box
776,5538,24/12/10,Critical,13,1940.31,Delivery Truck,-668.19,146.05,Julia Dunbar,Manitoba,Prarie,Consumer,Furniture,Tables,BPI Conference Tables,Jumbo Box
777,5538,24/12/10,Critical,4,430.848,Regular Air,-492.77,125.99,Julia Dunbar,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,8290,Small Box
814,5863,21/11/10,Medium,40,933.21,Regular Air,207.18,22.98,Guy Thornton,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box
997,7175,7/2/10,Critical,10,748.25,Delivery Truck,-86.99,70.98,Helen Andreada,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box
1008,7364,8/5/09,High,15,260.39,Regular Air,-48.57,16.98,Mary Zewe,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box
1068,7878,1/5/11,Critical,50,3904.12,Delivery Truck,-1508.46,81.94,Meg O'Connel,Manitoba,Prarie,Corporate,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box
1069,7878,1/5/11,Critical,41,343.64,Regular Air,13.29,8.57,Meg O'Connel,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",Small Pack
1070,7878,1/5/11,Low,42,256.64,Regular Air,-28.29,5.81,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag
